date,open,high,low,close,volume,dividends,stock_splits,stock_symbol
2015-02-23,62.78929756556819,63.08763050106591,62.02357396190162,62.2324104309082,4671400,0.0,0.0,CRM
2015-02-24,62.23240877966082,62.24235156672632,61.20812721050073,61.58601760864258,5481700,0.0,0.0,CRM
2015-02-25,61.58601641488856,62.69979442657619,61.54623768037963,62.52079391479492,7634000,0.0,0.0,CRM
2015-02-26,69.631081885549,70.60564197218551,68.61675064902536,69.84986114501953,20370800,0.0,0.0,CRM
2015-02-27,69.46202720554145,70.0189219292786,68.62669650046304,68.99463653564453,8289500,0.0,0.0,CRM
2015-03-02,67.00574691018879,68.41786553608756,66.29969139074859,68.07975006103516,8124800,0.0,0.0,CRM
2015-03-03,67.68196014196714,68.00018240713676,66.3394601978771,66.578125,4945600,0.0,0.0,CRM
2015-03-04,66.01129108727648,66.03118424646668,64.36051546429886,64.51962280273438,9121300,0.0,0.0,CRM
2015-03-05,64.75829447268933,65.69306809479656,64.40029348140838,65.22567749023438,3925200,0.0,0.0,CRM
2015-03-06,64.81796741719653,65.57374823144231,63.922964819671016,64.20140838623047,3861800,0.0,0.0,CRM
2015-03-09,64.39035384985543,65.30524199872968,63.962741930074515,65.11630249023438,4567800,0.0,0.0,CRM
2015-03-10,64.42018829445078,64.59918881576891,63.405853271484375,63.405853271484375,3941700,0.0,0.0,CRM
2015-03-11,63.64451622294653,64.14173900593829,63.296461792255805,63.3262939453125,3374100,0.0,0.0,CRM
2015-03-12,63.30640904037074,64.98702079966299,63.30640904037074,64.58924102783203,3809500,0.0,0.0,CRM
2015-03-13,64.450020727249,65.05663318615628,63.54507912287443,64.2411880493164,3248000,0.0,0.0,CRM
2015-03-16,64.58923710713206,66.1007986309312,64.54946596067946,66.06101989746094,4538900,0.0,0.0,CRM
2015-03-17,65.59363965575253,67.18475131157362,65.51408217620677,67.17481231689453,5594700,0.0,0.0,CRM
2015-03-18,66.66762801192002,68.55707600147154,66.37923790309746,68.16924285888672,5576600,0.0,0.0,CRM
2015-03-19,67.92063335928107,68.56701689011972,67.72173969923911,68.49740600585938,3883100,0.0,0.0,CRM
2015-03-20,68.80569429634738,69.50180318967942,66.9162461168517,67.31402587890625,8649500,0.0,0.0,CRM
2015-03-23,67.3239660949006,67.88086080669675,67.00574379688196,67.28419494628906,3659000,0.0,0.0,CRM
2015-03-24,67.3040795459001,67.45324790559629,66.88641420836514,66.99580383300781,3216100,0.0,0.0,CRM
2015-03-25,66.92618856015888,66.96595970558968,65.16601568765685,65.41462707519531,4030100,0.0,0.0,CRM
2015-03-26,65.35496190560215,66.09084947861774,64.45001282516328,65.62345886230469,2971600,0.0,0.0,CRM
2015-03-27,65.41463151242938,66.30963408568152,65.19585226263243,66.18035888671875,2106400,0.0,0.0,CRM
2015-03-30,67.02563155875286,67.18473890143578,65.87207107947759,66.47868347167969,2741200,0.0,0.0,CRM
2015-03-31,66.14058229524709,67.58252545270832,66.0908569779478,66.43891143798828,4031700,0.0,0.0,CRM
2015-04-01,66.14057882945033,66.1803575638017,65.05662918267434,65.71296691894531,3713000,0.0,0.0,CRM
2015-04-02,65.88201944626019,66.52841058841949,65.38479665798653,66.30963134765625,2021600,0.0,0.0,CRM
2015-04-06,65.87207523594094,67.68196594688891,65.63341041334832,67.56263732910156,6375400,0.0,0.0,CRM
2015-04-07,67.86096861656998,69.36258366325059,67.61235720559058,67.8211898803711,3817100,0.0,0.0,CRM
2015-04-08,67.8808562944314,68.537186421146,67.43335123860925,67.83113098144531,2566700,0.0,0.0,CRM
2015-04-09,67.94052694468758,67.97035910045794,66.44885846002346,67.3637466430664,2577500,0.0,0.0,CRM
2015-04-10,67.22451875226469,67.61235191608982,66.56818862387505,67.26429748535156,1953000,0.0,0.0,CRM
2015-04-13,67.38363603172267,67.94052314030141,66.62785525078165,66.70741271972656,2131000,0.0,0.0,CRM
2015-04-14,66.74719326709217,67.03558340958696,65.9317481558034,66.53836059570312,1938000,0.0,0.0,CRM
2015-04-15,66.89635712262678,67.13502954693632,66.60797455386826,66.8366928100586,2140200,0.0,0.0,CRM
2015-04-16,66.29968086215504,67.83112787027044,66.27979529008323,67.53279876708984,2269300,0.0,0.0,CRM
2015-04-17,66.78697333100972,66.78697333100972,65.07652560330637,65.44446563720703,3794200,0.0,0.0,CRM
2015-04-20,65.82235640277726,66.67758022198284,65.82235640277726,66.52841186523438,1945200,0.0,0.0,CRM
2015-04-21,67.01569151491275,67.56263965532962,66.73724794779805,67.00574493408203,2223700,0.0,0.0,CRM
2015-04-22,67.00573922476664,67.74163440317332,66.64773821554651,67.33390808105469,2051400,0.0,0.0,CRM
2015-04-23,66.98586344945969,68.69631127990726,66.88642039613524,68.0896987915039,3518400,0.0,0.0,CRM
2015-04-24,68.21896684631125,68.32835646959933,67.00574199676548,67.4532470703125,1910900,0.0,0.0,CRM
2015-04-27,68.07974719581695,68.55708443844327,67.32396638958281,67.46318817138672,2643200,0.0,0.0,CRM
2015-04-28,67.59246616421711,67.96040616701653,66.2002408579301,66.51846313476562,2832800,0.0,0.0,CRM
2015-04-29,65.94168643083671,78.02420219394973,65.52402109261008,74.23536682128906,28245800,0.0,0.0,CRM
2015-04-30,71.78902935525002,73.58897343992135,70.60563667884345,72.41552734375,17492100,0.0,0.0,CRM
2015-05-01,72.96246885716829,74.08618953762084,71.60007579474765,72.95252227783203,9210800,0.0,0.0,CRM
2015-05-04,71.86858543467402,71.96803607156832,70.61558934960438,71.20230865478516,5058500,0.0,0.0,CRM
2015-05-05,71.10285226094354,75.75685743968597,70.60562951786002,72.34590911865234,20008500,0.0,0.0,CRM
2015-05-06,73.2409204339696,75.11047544280805,72.3956431858731,73.38014221191406,11122100,0.0,0.0,CRM
2015-05-07,73.66853580276405,74.35469814423281,72.99231245517319,74.10608673095703,4377700,0.0,0.0,CRM
2015-05-08,71.60008400764077,73.09175242446662,71.36141918531365,71.99786376953125,6156400,0.0,0.0,CRM
