date,open,high,low,close,volume,dividends,stock_splits,stock_symbol
2015-02-23,37.79192514036768,38.215677137237726,37.748685611967716,38.181087493896484,32518800,0.0,0.0,MSFT
2015-02-24,38.181089397735526,38.310807989403635,37.98218161904126,38.12919998168945,25271700,0.0,0.0,MSFT
2015-02-25,38.008139284446976,38.12921132561022,37.878417355220236,38.04273223876953,29759800,0.0,0.0,MSFT
2015-02-26,38.0427240327595,38.25027511599361,37.9562416656078,38.1032600402832,28957300,0.0,0.0,MSFT
2015-02-27,38.163793430617915,38.224329433990185,37.757334580291435,37.92164611816406,33807700,0.0,0.0,MSFT
2015-03-02,37.765989966959694,38.21568845320059,37.66221440827811,37.947601318359375,31924000,0.0,0.0,MSFT
2015-03-03,37.670865946381525,37.90436343786952,37.26440698353588,37.42871856689453,31748600,0.0,0.0,MSFT
2015-03-04,37.19522532316394,37.3681868142741,37.082803158063484,37.238468170166016,25748700,0.0,0.0,MSFT
2015-03-05,37.24710718329908,37.39412557547402,37.030906188132974,37.281700134277344,23193500,0.0,0.0,MSFT
2015-03-06,37.186564899382404,37.28169384905241,36.45148295932938,36.63309097290039,36248800,0.0,0.0,MSFT
2015-03-09,36.486072407989816,37.29899011970369,36.486072407989816,37.05684280395508,32108000,0.0,0.0,MSFT
2015-03-10,36.624435129897634,36.93576498764489,36.34769821166992,36.34769821166992,39159700,0.0,0.0,MSFT
2015-03-11,36.589849264898966,36.6417353805679,36.18339043101432,36.30446243286133,32215300,0.0,0.0,MSFT
2015-03-12,35.74235267848992,36.01908970831561,35.33589372263599,35.47426223754883,59992500,0.0,0.0,MSFT
2015-03-13,35.19751662634716,35.86341597294153,35.11968414949938,35.78558349609375,58007700,0.0,0.0,MSFT
2015-03-16,35.863417367537714,36.01043244120883,35.69910252171124,35.94124984741211,35273500,0.0,0.0,MSFT
2015-03-17,35.77694142816482,36.17475378507315,35.58668678682487,36.06232833862305,31673400,0.0,0.0,MSFT
2015-03-18,35.828840617490386,37.039567896406005,35.7423615114106,36.754180908203125,44194800,0.0,0.0,MSFT
2015-03-19,36.54661299523401,36.83199987848736,36.51202334490211,36.57255935668945,33879100,0.0,0.0,MSFT
2015-03-20,36.80605719019316,37.16927326460989,36.74552117779037,37.082794189453125,71904500,0.0,0.0,MSFT
2015-03-23,37.082794827172634,37.29899581774786,36.996312451563355,37.06549835205078,26246100,0.0,0.0,MSFT
2015-03-24,36.99631117969208,37.3335841855601,36.97036811738383,37.10009002685547,25513300,0.0,0.0,MSFT
2015-03-25,37.11739152262241,37.126041411307575,35.837481811390525,35.85477828979492,43469900,0.0,0.0,MSFT
2015-03-26,35.64722258044821,35.984495618714256,35.38777873658308,35.638572692871094,37495600,0.0,0.0,MSFT
2015-03-27,35.56074509958181,35.82883556899994,35.30995440770171,35.431026458740234,34401400,0.0,0.0,MSFT
2015-03-30,35.54344294233973,35.92395881219945,35.37913137060559,35.42237091064453,35049700,0.0,0.0,MSFT
2015-03-31,35.26670126237431,35.48290223293613,35.059150178055376,35.162925720214844,34887200,0.0,0.0,MSFT
2015-04-01,35.1110420038319,35.249410515512366,34.860251344449864,35.214820861816406,36865300,0.0,0.0,MSFT
2015-04-02,35.16292927332546,35.232115174399475,34.69593433797188,34.842952728271484,37487500,0.0,0.0,MSFT
2015-04-06,34.88618257841992,36.13149876121673,34.74781411366472,35.932594299316406,39223700,0.0,0.0,MSFT
2015-04-07,35.984491989084894,36.24393250781565,35.72505147035413,35.915306091308594,28809400,0.0,0.0,MSFT
2015-04-08,35.85478339141838,36.05368797292131,35.49156719014339,35.8201904296875,24753400,0.0,0.0,MSFT
2015-04-09,35.67316199045903,35.993138519754105,35.67316199045903,35.872066497802734,25723900,0.0,0.0,MSFT
2015-04-10,36.00177645767611,36.27851335856487,35.81151860120355,36.07960891723633,28022000,0.0,0.0,MSFT
2015-04-13,35.80288538064577,36.37365586415332,35.794235493596915,36.11421203613281,30276700,0.0,0.0,MSFT
2015-04-14,36.14881119714643,36.347715746894835,35.79424164342695,36.01909255981445,24244400,0.0,0.0,MSFT
2015-04-15,36.11421360044241,36.719577060436436,36.04503099588148,36.54661560058594,27343600,0.0,0.0,MSFT
2015-04-16,36.278524570100224,36.615797566104185,36.16609913844387,36.46013259887695,22509700,0.0,0.0,MSFT
2015-04-17,36.036380714064435,36.09692002847019,35.59533213028982,35.993141174316406,42387600,0.0,0.0,MSFT
2015-04-20,36.088269004606836,37.3335855245445,36.04502946622055,37.10873794555664,46057700,0.0,0.0,MSFT
2015-04-21,37.186558738644926,37.31628061197009,36.78009994792605,36.87522888183594,26013800,0.0,0.0,MSFT
2015-04-22,36.901177224456866,37.29898948680628,36.79740169030538,37.17791748046875,25064300,0.0,0.0,MSFT
2015-04-23,37.09144361321215,37.714103558635216,37.01361112003426,37.48060607910156,46309500,0.0,0.0,MSFT
2015-04-24,39.48695060361974,41.63166413293518,39.478304015143614,41.39816665649414,130933700,0.0,0.0,MSFT
2015-04-27,40.84469084396513,41.62301573153468,40.836044255865616,41.53653335571289,59248200,0.0,0.0,MSFT
2015-04-28,41.32031076867493,42.556980055380016,41.25112820314086,42.51374053955078,60730800,0.0,0.0,MSFT
2015-04-29,42.13323560394844,42.64346989812961,41.94297774202741,42.427268981933594,47804600,0.0,0.0,MSFT
