date,open,high,low,close,volume,dividends,stock_splits,stock_symbol
2015-02-23,29.037064009555703,29.702579498291016,28.956665913703066,29.702579498291016,283896400,0.0,0.0,AAPL
2015-02-24,29.68918473251233,29.836581831118046,29.293893752691638,29.517221450805664,276912400,0.0,0.0,AAPL
2015-02-25,29.38098580834458,29.38992082288073,28.619437685343005,28.762367248535156,298846800,0.0,0.0,AAPL
2015-02-26,28.762363429260095,29.226885299879395,28.275510840684824,29.126388549804688,365150000,0.0,0.0,AAPL
2015-02-27,29.03259418999603,29.159892584837323,28.639538756968413,28.688671112060547,248059200,0.0,0.0,AAPL
2015-03-02,28.865101836964875,29.095129068348655,28.652941228409233,28.829368591308594,192386800,0.0,0.0,AAPL
2015-03-03,28.80033780612134,28.92540075601625,28.60604041608979,28.889667510986328,151265200,0.0,0.0,AAPL
2015-03-04,28.831603604573328,28.934332424614354,28.657408294321318,28.7065372467041,126665200,0.0,0.0,AAPL
2015-03-05,28.71547083130668,28.753436124448754,28.085686900463237,28.230850219726562,226068400,0.0,0.0,AAPL
2015-03-06,28.67527372751503,28.89190185712468,28.19735431616849,28.273284912109375,291368400,0.0,0.0,AAPL
2015-03-09,28.577009471918817,28.936568873655904,27.929358864959124,28.39388084411621,354114000,0.0,0.0,AAPL
2015-03-10,28.230843250573603,28.411738064651214,27.64795806759641,27.806520462036133,275426400,0.0,0.0,AAPL
2015-03-11,27.860128773496793,27.864594577511763,27.27054381992919,27.299575805664062,275756000,0.0,0.0,AAPL
2015-03-12,27.315207870580377,27.893627445138293,27.163344980721053,27.793128967285156,193450800,0.0,0.0,AAPL
2015-03-13,27.78196316508045,28.005290840517024,27.375506863940092,27.60106658935547,207309200,0.0,0.0,AAPL
2015-03-16,27.665832237473083,27.90479278564453,27.440272508651557,27.90479278564453,143497200,0.0,0.0,AAPL
2015-03-17,28.116954288811467,28.434079174613988,28.061122370725606,28.37154769897461,204092400,0.0,0.0,AAPL
2015-03-18,28.36261645709141,28.845005082401027,28.22192062663696,28.690908432006836,261083600,0.0,0.0,AAPL
2015-03-19,28.75343707963532,28.865100912954293,28.45194507044507,28.47427749633789,183238000,0.0,0.0,AAPL
2015-03-20,28.64177450230927,28.675272290689996,27.95169279998705,28.116954803466797,274780400,0.0,0.0,AAPL
2015-03-23,28.38941670651046,28.552444966857443,28.25541872876409,28.409515380859375,150838800,0.0,0.0,AAPL
2015-03-24,28.41398553559149,28.594878733147056,28.264354673684,28.29338836669922,131369200,0.0,0.0,AAPL
2015-03-25,28.25988499182182,28.322416469959414,27.554168701171875,27.554168701171875,206620800,0.0,0.0,AAPL
2015-03-26,27.41571082905162,27.889164495395768,27.37997757672476,27.746234893798828,190291600,0.0,0.0,AAPL
2015-03-27,27.819929421229148,27.848961406650208,27.449206353212908,27.525136947631836,158184800,0.0,0.0,AAPL
2015-03-30,27.70379423820227,28.22861384792027,27.692627174735108,28.221914291381836,188398800,0.0,0.0,AAPL
2015-03-31,28.159383068994803,28.248714471346677,27.77302718181601,27.788660049438477,168362400,0.0,0.0,AAPL
