date,open,high,low,close,volume,dividends,stock_splits,stock_symbol
2015-02-23,59.24537080013658,59.50033841276022,59.083890879868555,59.21987533569336,563100,0.0,0.0,SAP
2015-02-24,59.15189073726105,59.62782990993932,58.905423742360796,59.38136291503906,1113400,0.0,0.0,SAP
2015-02-25,59.55134108559466,59.72131520480003,59.38136696638928,59.64482879638672,568800,0.0,0.0,SAP
2015-02-26,59.338872968057935,59.74681995095423,59.21988978223346,59.3643684387207,646700,0.0,0.0,SAP
2015-02-27,59.74680800897572,59.91678210215193,59.5088352007946,59.6533203125,527600,0.0,0.0,SAP
2015-03-02,59.65332374814187,60.46071046337309,59.65332374814187,60.43521499633789,2479100,0.0,0.0,SAP
2015-03-03,60.2822419321527,60.34173352274082,59.62783443568343,59.84030532836914,812300,0.0,0.0,SAP
2015-03-04,59.20289312014122,59.45785430292918,58.80344680126659,59.389862060546875,1376500,0.0,0.0,SAP
2015-03-05,59.64481615471269,59.71280838162275,59.330356968325425,59.4748420715332,497500,0.0,0.0,SAP
2015-03-06,58.6419525210591,58.905414290808366,58.07253221942885,58.200016021728516,886800,0.0,0.0,SAP
2015-03-09,58.098027683069674,58.33599398917811,57.877056191356615,58.200016021728516,506000,0.0,0.0,SAP
2015-03-10,57.324634930323896,57.588103203592624,56.79771135197845,56.86570358276367,794000,0.0,0.0,SAP
2015-03-11,57.12917894325671,57.47762786163873,56.82322031613724,57.10368347167969,679000,0.0,0.0,SAP
2015-03-12,57.78357374313903,57.962048488908714,57.44361906753654,57.868560791015625,1227900,0.0,0.0,SAP
2015-03-13,57.43511995860031,58.05553119039175,57.299135506424044,57.86006164550781,663700,0.0,0.0,SAP
2015-03-16,58.68446131568448,59.16039402548522,58.531482018377545,59.04991149902344,777700,0.0,0.0,SAP
2015-03-17,58.65895345558693,58.837434687885484,58.42098712465049,58.65045928955078,859100,0.0,0.0,SAP
2015-03-18,59.143383697500056,60.74116866644124,59.10939406692741,60.316226959228516,2280200,0.0,0.0,SAP
2015-03-19,59.67881984198754,59.98477841781625,59.53434120453967,59.755306243896484,1642200,0.0,0.0,SAP
2015-03-20,61.65904965964049,62.236970690953086,61.276598199510666,61.8375244140625,2766100,0.0,0.0,SAP
2015-03-23,61.94800214218012,62.43243543360127,61.62504877593133,62.211463928222656,1480500,0.0,0.0,SAP
2015-03-24,62.78939750535518,63.02737035799437,62.440948604017954,62.491939544677734,1393000,0.0,0.0,SAP
2015-03-25,62.321946287880195,62.38993851061884,61.22559601157671,61.28508758544922,1389000,0.0,0.0,SAP
2015-03-26,60.8091557164902,61.268087015187085,60.29922052399086,60.979129791259766,835500,0.0,0.0,SAP
2015-03-27,61.25110076353664,61.76102954322274,60.953642849061104,61.65054702758789,1221900,0.0,0.0,SAP
2015-03-30,62.00749805210992,62.16897798855775,61.795027181666526,61.80352783203125,1017000,0.0,0.0,SAP
2015-03-31,61.803532446099496,61.95651174360358,61.28510296478549,61.33609390258789,998100,0.0,0.0,SAP
2015-04-01,62.075478478682,62.075478478682,61.19159904767966,61.54005432128906,960100,0.0,0.0,SAP
2015-04-02,62.16047780528855,62.27096032447462,61.650549009211886,61.8375244140625,808700,0.0,0.0,SAP
2015-04-06,61.53156474522643,62.66191132055847,61.4975686282131,62.321956634521484,857000,0.0,0.0,SAP
2015-04-07,62.44094361336926,62.71290608197997,61.95651026352841,61.999000549316406,686200,0.0,0.0,SAP
2015-04-08,62.55993483302015,62.61092577616161,61.75254797415845,61.98201370239258,876100,0.0,0.0,SAP
2015-04-09,61.9224982107261,62.11796774006603,61.65903646070487,62.02448654174805,686800,0.0,0.0,SAP
2015-04-10,62.2284732006432,62.457938901096796,61.99050684932933,62.19447708129883,604600,0.0,0.0,SAP
2015-04-13,62.21145769966179,62.29645122067203,61.667532882491706,61.87150955200195,682400,0.0,0.0,SAP
2015-04-14,62.57691210554016,62.627909518479015,62.262459398879955,62.34744644165039,726100,0.0,0.0,SAP
2015-04-15,62.50892636178125,62.61090821946749,61.786520287993156,62.34744644165039,574600,0.0,0.0,SAP
2015-04-16,61.86300950563719,62.126471267868304,61.52305487057086,61.95649719238281,925500,0.0,0.0,SAP
2015-04-17,61.191608623672394,61.35308855467341,60.55419603384247,60.96214294433594,924400,0.0,0.0,SAP
2015-04-20,61.63353990889995,61.85451140340555,61.25109498126329,61.463565826416016,832100,0.0,0.0,SAP
2015-04-21,63.027362018475316,63.35881605710174,62.72989761305989,63.01036071777344,1563100,0.0,0.0,SAP
2015-04-22,62.87438333192094,63.46929918022941,62.43244028680912,63.25682830810547,1342100,0.0,0.0,SAP
